"Cod judet","Denumire judet","Tipul UAT
11 = CJ = Consiliu judetean
12 = M = Municipiu
13 = O  =  Oras
14 = C  = Comuna
15 = B  =  Primaria M. Buc.
16 = S  =  Primaria de sector al M. Buc.",,"Codul SIRUTA al UNITATILOR ADMINISTRATIV-TERITORIALE","DENUMIREA UNITĂŢILOR
ADMINISTRATIV-TERITORIALE",
,,,,,,
,,,,,,
,,"Cod","Nume",,,
"a","b","c","d","e","f","g"
27,"MEHEDINTI",14,"C",112548,"JIANA",
27,"MEHEDINTI",14,"C",112600,"LIVEZILE",
27,"MEHEDINTI",14,"C",112664,"MALOVAT",
27,"MEHEDINTI",14,"C",110027,"OBARSIA CLOSANI",
27,"MEHEDINTI",14,"C",112744,"OBARSIA CAMP",
27,"MEHEDINTI",14,"C",112771,"OPRISOR",
27,"MEHEDINTI",14,"C",112806,"PADINA",
27,"MEHEDINTI",14,"C",112879,"PATULELE",
27,"MEHEDINTI",14,"C",112959,"PODENI",
27,"MEHEDINTI",14,"C",112995,"PONOARE",
27,"MEHEDINTI",14,"C",113153,"POROINA MARE",
27,"MEHEDINTI",14,"C",113206,"PRISTOL",
27,"MEHEDINTI",14,"C",113233,"PRUNISOR",
27,"MEHEDINTI",14,"C",113395,"PUNGHINA",
27,"MEHEDINTI",14,"C",113466,"ROGOVA",
27,"MEHEDINTI",14,"C",113493,"SALCIA",
27,"MEHEDINTI",14,"C",109826,"SIMIAN",
27,"MEHEDINTI",14,"C",113625,"SISESTI",
27,"MEHEDINTI",14,"C",113698,"SOVARNA",
27,"MEHEDINTI",14,"C",113518,"STANGACEAUA",
27,"MEHEDINTI",14,"C",113607,"SVINITA",
27,"MEHEDINTI",14,"C",113732,"TAMNA",
27,"MEHEDINTI",14,"C",113849,"VANATORI",
27,"MEHEDINTI",14,"C",113894,"VANJULET",
27,"MEHEDINTI",14,"C",113929,"VLADAIA",
27,"MEHEDINTI",14,"C",113974,"VOLOIAC",
27,"MEHEDINTI",14,"C",114060,"BRANISTE",
27,"MEHEDINTI",14,"C",114079,"VRATA",
28,"MURES",11,"CJ",261,"CONSILIUL JUDETEAN",
28,"MURES",12,"M",114319,"TIRGU MURES",
28,"MURES",12,"M",114514,"SIGHISOARA",
28,"MURES",12,"M",114809,"REGHIN",
28,"MURES",12,"M",114925,"TIRNAVENI",
28,"MURES",13,"O",117827,"IERNUT",
28,"MURES",13,"O",114710,"LUDUS",
28,"MURES",13,"O",114854,"SOVATA",
28,"MURES",13,"O",118281,"MIERCUREA NIRAJ",
28,"MURES",13,"O",119242,"SARMASU",
28,"MURES",13,"O",119331,"SINGEORGIU DE PADURE",
28,"MURES",13,"O",119894,"UNGHENI",
28,"MURES",14,"C",114970,"ACATARI",
28,"MURES",14,"C",115076,"ADAMUS",
28,"MURES",14,"C",114603,"ALBESTI",
28,"MURES",14,"C",115147,"ALUNIS",
28,"MURES",14,"C",115183,"APOLD",
28,"MURES",14,"C",115236,"ATINTIS",
28,"MURES",14,"C",115307,"BAHNEA",
28,"MURES",14,"C",115389,"BAND",
28,"MURES",14,"C",115520,"BATOS",
28,"MURES",14,"C",115575,"BAGACIU",
28,"MURES",14,"C",115600,"BALA",
28,"MURES",14,"C",115637,"BALAUSERI",
28,"MURES",14,"C",115708,"BEICA DE JOS",
28,"MURES",14,"C",115771,"BICHIS",
28,"MURES",14,"C",115824,"BOGATA",
28,"MURES",14,"C",115851,"BREAZA",
28,"MURES",14,"C",115897,"BRINCOVENESTI",
28,"MURES",14,"C",115959,"CEUASU DE CIMPIE",
28,"MURES",14,"C",116046,"CHETANI",
28,"MURES",14,"C",116126,"CHIHERU DE JOS",
28,"MURES",14,"C",116171,"COROISINMARTIN",
28,"MURES",14,"C",116224,"COZMA",
28,"MURES",14,"C",116288,"CRACIUNESTI",
28,"MURES",14,"C",116340,"CRAIESTI",
28,"MURES",14,"C",114355,"CRISTESTI",
28,"MURES",14,"C",116395,"CUCERDEA",
28,"MURES",14,"C",116439,"CUCI",
28,"MURES",14,"C",116493,"DANES",
28,"MURES",14,"C",116545,"DEDA",
28,"MURES",14,"C",116590,"EREMITU",
28,"MURES",14,"C",116652,"ERNEI",
28,"MURES",14,"C",116723,"FARAGAU",
28,"MURES",14,"C",116796,"FINTINELE",
28,"MURES",14,"C",116867,"GALESTI",
28,"MURES",14,"C",116938,"GANESTI",
28,"MURES",14,"C",116983,"GHEORGHE DOJA",
28,"MURES",14,"C",117042,"GHINDARI",
28,"MURES",14,"C",117113,"GLODENI",
28,"MURES",14,"C",117177,"GORNESTI",
28,"MURES",14,"C",117275,"GREBENISU DE CIMPIE",
28,"MURES",14,"C",117319,"GURGHIU",
28,"MURES",14,"C",117426,"HODAC",
28,"MURES",14,"C",117505,"HODOSA",
28,"MURES",14,"C",117550,"IBANESTI",
28,"MURES",14,"C",117667,"ICLANZEL",
28,"MURES",14,"C",117783,"IDECIU DE JOS",
28,"MURES",14,"C",117925,"LIVEZENI",
28,"MURES",14,"C",117998,"LUNCA",
28,"MURES",14,"C",118058,"LUNCA BRADULUI",
28,"MURES",14,"C",118094,"MAGHERANI",
28,"MURES",14,"C",118209,"MICA",
28,"MURES",14,"C",120478,"CHIBED",
28,"MURES",14,"C",118370,"MIHESU DE CIMPIE",
28,"MURES",14,"C",118469,"NADES",
28,"MURES",14,"C",118511,"NEAUA",
28,"MURES",14,"C",118575,"OGRA",
28,"MURES",14,"C",118637,"PAPIU ILARIAN",
28,"MURES",14,"C",118691,"PANET",
28,"MURES",14,"C",118753,"PASARENI",
28,"MURES",14,"C",118799,"PETELEA",
28,"MURES",14,"C",118824,"POGACEAUA",
28,"MURES",14,"C",118931,"RASTOLITA",
28,"MURES",14,"C",118995,"RICIU",
28,"MURES",14,"C",119153,"RUSII MUNTI",
28,"MURES",14,"C",119206,"SASCHIZ",
28,"MURES",14,"C",114382,"SINCRAIU DE MURES",
28,"MURES",14,"C",114417,"SINGEORGIU DE MURES",
28,"MURES",14,"C",119386,"SINGER",
28,"MURES",14,"C",119466,"SINPAUL",
28,"MURES",14,"C",119527,"SINPETRU DE CIMPIE",
28,"MURES",14,"C",114453,"SINTANA DE MURES",
28,"MURES",14,"C",119590,"SOLOVASTRU",
28,"MURES",14,"C",119625,"STINCENI",
28,"MURES",14,"C",119661,"SUPLAC",
28,"MURES",14,"C",119723,"SUSENI",
28,"MURES",14,"C",119750,"SAULIA",
28,"MURES",14,"C",119803,"SINCAI",
28,"MURES",14,"C",119858,"TAURENI",
28,"MURES",14,"C",119974,"VALEA LARGA",
28,"MURES",14,"C",120076,"VARGATA",
28,"MURES",14,"C",120138,"VATAVA",
28,"MURES",14,"C",120174,"VETCA",
28,"MURES",14,"C",120218,"VIISOARA",
28,"MURES",14,"C",120254,"VINATORI",
28,"MURES",14,"C",120316,"VOIVODENI",
28,"MURES",14,"C",120343,"ZAGAR",
28,"MURES",14,"C",120370,"ZAU DE CIMPIE",
28,"MURES",14,"C",120511,"BERENI",
28,"MURES",14,"C",120487,"CORUNCA",
28,"MURES",14,"C",120502,"MADARAS",
28,"MURES",14,"C",120496,"SARATENI",
29,"NEAMT",11,"CJ",270,"CONSILIUL JUDETEAN",
29,"NEAMT",12,"M",120726,"PIATRA NEAMT",
29,"NEAMT",12,"M",120860,"ROMAN",
29,"NEAMT",13,"O",121055,"TARGU NEAMT",
29,"NEAMT",13,"O",120968,"BICAZ",
29,"NEAMT",13,"O",124117,"ROZNOV",
29,"NEAMT",14,"C",121108,"AGAPIA",
29,"NEAMT",14,"C",124938,"ALEX CEL BUN",
29,"NEAMT",14,"C",121153,"BAHNA",
29,"NEAMT",14,"C",121242,"BALTATESTI",
29,"NEAMT",14,"C",121386,"BARA",
29,"NEAMT",14,"C",121466,"BARGAOANI",
29,"NEAMT",14,"C",121297,"BICAZ CHEI",
29,"NEAMT",14,"C",121340,"BICAZU ARDELEAN",
29,"NEAMT",14,"C",121607,"BODESTI",
29,"NEAMT",14,"C",125178,"BOGHICEA",
29,"NEAMT",14,"C",121652,"BORCA",
29,"NEAMT",14,"C",121732,"BORLESTI",
29,"NEAMT",14,"C",121796,"BOTESTI",
29,"NEAMT",14,"C",121876,"BOZIENI",
29,"NEAMT",14,"C",121938,"BRUSTURI",
29,"NEAMT",14,"C",122061,"CANDESTI",
29,"NEAMT",14,"C",122025,"CEAHLAU",
29,"NEAMT",14,"C",120888,"CORDUN",
29,"NEAMT",14,"C",122132,"COSTISA",
29,"NEAMT",14,"C",122187,"CRACAOANI",
29,"NEAMT",14,"C",122249,"DAMUC",
29,"NEAMT",14,"C",122285,"DOBRENI",
29,"NEAMT",14,"C",125098,"DOCHIA",
29,"NEAMT",14,"C",122347,"DOLJESTI",
29,"NEAMT",14,"C",122392,"DRAGOMIRESTI",
29,"NEAMT",14,"C",125132,"DRAGANESTI",
29,"NEAMT",14,"C",122463,"DULCESTI",
29,"NEAMT",14,"C",120771,"DUMBRAVA ROSIE",
29,"NEAMT",14,"C",122551,"FARCASA",
29,"NEAMT",14,"C",122613,"FAUREI",
29,"NEAMT",14,"C",125150,"GADINTI",
29,"NEAMT",14,"C",122828,"GARCINA",
29,"NEAMT",14,"C",122668,"GHERAIESTI",
29,"NEAMT",14,"C",125114,"GHINDAOANI",
29,"NEAMT",14,"C",122702,"GIROV",
29,"NEAMT",14,"C",122864,"GRINTIES",
29,"NEAMT",14,"C",122908,"GRUMAZESTI",
29,"NEAMT",14,"C",122953,"HANGU",
29,"NEAMT",14,"C",120922,"HORIA",
29,"NEAMT",14,"C",123013,"ICUSESTI",
29,"NEAMT",14,"C",123102,"ION CREANGA",
29,"NEAMT",14,"C",123175,"MARGINENI",
29,"NEAMT",14,"C",123228,"MOLDOVENI",
29,"NEAMT",14,"C",125169,"NEGRESTI",
29,"NEAMT",14,"C",123255,"ONICENI",
29,"NEAMT",14,"C",123371,"PASTRAVENI",
29,"NEAMT",14,"C",125141,"PANCESTI",
29,"NEAMT",14,"C",123601,"PANGARATI",
29,"NEAMT",14,"C",123424,"PETRICANI",
29,"NEAMT",14,"C",123479,"PIATRA SOIMULUI",
29,"NEAMT",14,"C",123521,"PIPIRIG",
29,"NEAMT",14,"C",123674,"PODOLENI",
29,"NEAMT",14,"C",123790,"POIANA TEIULUI",
29,"NEAMT",14,"C",123709,"POIENARI",
29,"NEAMT",14,"C",123914,"RAUCESTI",
29,"NEAMT",14,"C",123969,"RAZBOIENI",
29,"NEAMT",14,"C",124028,"REDIU",
29,"NEAMT",14,"C",124073,"ROMANI",
29,"NEAMT",14,"C",125105,"RUGINOASA",
29,"NEAMT",14,"C",124153,"SAGNA",
29,"NEAMT",14,"C",124206,"SABAOANI",
29,"NEAMT",14,"C",120824,"SAVINESTI",
29,"NEAMT",14,"C",124233,"SECUIENI",
29,"NEAMT",14,"C",124331,"STANITA",
29,"NEAMT",14,"C",124411,"ST CEL MARE",
29,"NEAMT",14,"C",124493,"TARCAU",
29,"NEAMT",14,"C",124563,"TASCA",
29,"NEAMT",14,"C",124616,"TAZLAU",
29,"NEAMT",14,"C",124634,"TAMASENI",
29,"NEAMT",14,"C",124661,"TIMISESTI",
29,"NEAMT",14,"C",124723,"TRIFESTI",
29,"NEAMT",14,"C",124750,"TUPILATI",
29,"NEAMT",14,"C",124803,"TIBUCANI",
29,"NEAMT",14,"C",124849,"URECHENI",
29,"NEAMT",14,"C",124885,"VALEA URSULUI",
29,"NEAMT",14,"C",125123,"VALENI",
29,"NEAMT",14,"C",125016,"VANATORI",
29,"NEAMT",14,"C",125061,"ZANESTI",
30,"OLT",11,"CJ",289,"CONSILIUL JUDETEAN",
30,"OLT",12,"M",125472,"Municipiul Caracal",
30,"OLT",12,"M",125347,"Municipiul Slatina",
30,"OLT",13,"O",125418,"Oras Bals",
30,"OLT",13,"O",125542,"Oras Corabia",
30,"OLT",13,"O",125622,"Oras Draganesti-Olt",
30,"OLT",13,"O",128105,"Oras Piatra-Olt",
30,"OLT",13,"O",128374,"Oras Potcoava",
30,"OLT",13,"O",128711,"Oras Scornicesti",
30,"OLT",14,"C",125677,"Comuna Baldovinesti",
30,"OLT",14,"C",125659,"Comuna Babiciu",
30,"OLT",14,"C",130286,"Comuna Balteni",
30,"OLT",14,"C",125757,"Comuna Barasti",
30,"OLT",14,"C",125846,"Comuna Barza",
30,"OLT",14,"C",125873,"Comuna Bobicesti",
30,"OLT",14,"C",125962,"Comuna Brastavatu",
30,"OLT",14,"C",126022,"Comuna Brancoveni",
30,"OLT",14,"C",125999,"Comuna Brebeni",
30,"OLT",14,"C",126077,"Comuna Bucinisu",
30,"OLT",14,"C",130295,"Comuna Calui",
30,"OLT",14,"C",126166,"Comuna Carlogani",
30,"OLT",14,"C",126102,"Comuna Cezieni",
30,"OLT",14,"C",126148,"Comuna Cilieni",
30,"OLT",14,"C",126228,"Comuna Colonesti",
30,"OLT",14,"C",126326,"Comuna Corbu",
30,"OLT",14,"C",126380,"Comuna Coteana",
30,"OLT",14,"C",126406,"Comuna Crampoia",
30,"OLT",14,"C",126503,"Comuna Cungrea",
30,"OLT",14,"C",126433,"Comuna Curtisoara",
30,"OLT",14,"C",126585,"Comuna Daneasa",
30,"OLT",14,"C",126647,"Comuna Deveselu",
30,"OLT",14,"C",126674,"Comuna Dobretu",
30,"OLT",14,"C",126718,"Comuna Dobrosloveni",
30,"OLT",14,"C",126772,"Comuna Dobroteasa",
30,"OLT",14,"C",126825,"Comuna Dobrun",
30,"OLT",14,"C",125490,"Comuna Draghiceni",
30,"OLT",14,"C",126905,"Comuna Fagetelu",
30,"OLT",14,"C",126978,"Comuna Falcoiu",
30,"OLT",14,"C",127019,"Comuna Farcasele",
30,"OLT",14,"C",127064,"Comuna Ganeasa",
30,"OLT",14,"C",130302,"Comuna Gavanesti",
30,"OLT",14,"C",125588,"Comuna Garcov",
30,"OLT",14,"C",130311,"Comuna Ghimpeteni",
30,"OLT",14,"C",127126,"Comuna Giuvarasti",
30,"OLT",14,"C",127144,"Comuna Gostavatu",
30,"OLT",14,"C",127171,"Comuna Gradinari",
30,"OLT",14,"C",130320,"Comuna Gradinile",
30,"OLT",14,"C",127224,"Comuna Grojdibodu",
30,"OLT",14,"C",130339,"Comuna Gura Padinii",
30,"OLT",14,"C",127251,"Comuna Ianca",
30,"OLT",14,"C",127288,"Comuna Iancu Jianu",
30,"OLT",14,"C",127322,"Comuna Icoana",
30,"OLT",14,"C",130348,"Comuna Ipotesti",
30,"OLT",14,"C",127368,"Comuna Izbiceni",
30,"OLT",14,"C",127386,"Comuna Izvoarele",
30,"OLT",14,"C",127411,"Comuna Leleasca",
30,"OLT",14,"C",127493,"Comuna Maruntei",
30,"OLT",14,"C",127536,"Comuna Mihaesti",
30,"OLT",14,"C",127563,"Comuna Milcov",
30,"OLT",14,"C",127625,"Comuna Morunglav",
30,"OLT",14,"C",127689,"Comuna Movileni",
30,"OLT",14,"C",127714,"Comuna N.Titulescu",
30,"OLT",14,"C",127750,"Comuna Obarsia",
30,"OLT",14,"C",127812,"Comuna Oboga",
30,"OLT",14,"C",127858,"Comuna Oporelu",
30,"OLT",14,"C",127901,"Comuna Optasi Magura",
30,"OLT",14,"C",127938,"Comuna Orlea",
30,"OLT",14,"C",130357,"Comuna Osica de Jos",
30,"OLT",14,"C",127983,"Comuna Osica de Sus",
30,"OLT",14,"C",128178,"Comuna Parscoveni",
30,"OLT",14,"C",128052,"Comuna Perieti",
30,"OLT",14,"C",128221,"Comuna Plesoiu",
30,"OLT",14,"C",128301,"Comuna Poboru",
30,"OLT",14,"C",128436,"Comuna Priseaca",
30,"OLT",14,"C",128472,"Comuna Radomiresti",
30,"OLT",14,"C",128524,"Comuna Redea",
30,"OLT",14,"C",128560,"Comuna Rotunda",
30,"OLT",14,"C",128588,"Comuna Rusanesti",
30,"OLT",14,"C",128882,"Comuna Samburesti",
30,"OLT",14,"C",130366,"Comuna Sarbii-Magura",
30,"OLT",14,"C",128613,"Comuna Scarisoara",
30,"OLT",14,"C",128659,"Comuna Schitu",
30,"OLT",14,"C",128864,"Comuna Seaca",
30,"OLT",14,"C",125374,"Comuna Slatioara",
30,"OLT",14,"C",128962,"Comuna Spineni",
30,"OLT",14,"C",129040,"Comuna Sprancenata",
30,"OLT",14,"C",129095,"Comuna Stoenesti",
30,"OLT",14,"C",129111,"Comuna Stoicanesti",
30,"OLT",14,"C",129139,"Comuna Strejesti",
30,"OLT",14,"C",129184,"Comuna Studina",
30,"OLT",14,"C",129246,"Comuna Serbanesti",
30,"OLT",14,"C",130384,"Comuna Soparlita",
30,"OLT",14,"C",129282,"Comuna Stefan cel Mare",
30,"OLT",14,"C",129317,"Comuna Tatulesti",
30,"OLT",14,"C",129380,"Comuna Teslui",
30,"OLT",14,"C",129460,"Comuna Tia Mare",
30,"OLT",14,"C",129503,"Comuna Topana",
30,"OLT",14,"C",129567,"Comuna Traian",
30,"OLT",14,"C",129585,"Comuna Tufeni",
30,"OLT",14,"C",129629,"Comuna Urzica",
30,"OLT",14,"C",129656,"Comuna Valea Mare",
30,"OLT",14,"C",129718,"Comuna Vadastra",
30,"OLT",14,"C",129745,"Comuna Vadastrita",
30,"OLT",14,"C",129763,"Comuna Valeni",
30,"OLT",14,"C",129987,"Comuna Valcele",
30,"OLT",14,"C",129816,"Comuna Verguleasa",
30,"OLT",14,"C",129898,"Comuna Visina",
30,"OLT",14,"C",130375,"Comuna Visina Noua",
30,"OLT",14,"C",129914,"Comuna Vitomiresti",
30,"OLT",14,"C",130026,"Comuna Vladila",
30,"OLT",14,"C",130062,"Comuna Voineasa",
30,"OLT",14,"C",130124,"Comuna Vulpeni",
30,"OLT",14,"C",130231,"Comuna Vulturesti",
31,"PRAHOVA",11,"CJ",298,"CONSILIUL JUDETEAN",
31,"PRAHOVA",12,"M",131256,"MUN. CAMPINA",
31,"PRAHOVA",12,"M",130534,"MUN. PLOIESTI",
31,"PRAHOVA",13,"O",130954,"AZUGA",
31,"PRAHOVA",13,"O",130981,"BAICOI",
31,"PRAHOVA",13,"O",131069,"BOLDESTI SCAIENI",
31,"PRAHOVA",13,"O",131103,"BREAZA",
31,"PRAHOVA",13,"O",131210,"BUSTENI",
31,"PRAHOVA",13,"O",131336,"COMARNIC",
31,"PRAHOVA",13,"O",131407,"MIZIL",
31,"PRAHOVA",13,"O",131443,"PLOPENI",
31,"PRAHOVA",13,"O",131540,"SINAIA",
31,"PRAHOVA",13,"O",131577,"SLANIC",
31,"PRAHOVA",13,"O",131620,"URLATI",
31,"PRAHOVA",13,"O",131817,"VALENII DE MUNTE",
31,"PRAHOVA",14,"C",131899,"ADUNATI",
31,"PRAHOVA",14,"C",131933,"ALBESTI PALEOLOGU",
31,"PRAHOVA",14,"C",131988,"ALUNIS",
31,"PRAHOVA",14,"C",132011,"APOSTOLACHE",
31,"PRAHOVA",14,"C",132075,"ARICESTI RAHTIVANI",
31,"PRAHOVA",14,"C",132137,"ARICESTI ZELETIN",
31,"PRAHOVA",14,"C",132164,"BABA ANA",
31,"PRAHOVA",14,"C",132226,"BALTA DOAMNEI",
31,"PRAHOVA",14,"C",132271,"BALTESTI",
31,"PRAHOVA",14,"C",132315,"BANESTI",
31,"PRAHOVA",14,"C",130552,"BARCANESTI",
31,"PRAHOVA",14,"C",136278,"BATRANI",
31,"PRAHOVA",14,"C",132342,"BERTEA",
31,"PRAHOVA",14,"C",130614,"BERCENI",
31,"PRAHOVA",14,"C",132379,"BOLDESTI GRADISTEA",
31,"PRAHOVA",14,"C",130678,"BLEJOI",
31,"PRAHOVA",14,"C",132404,"BREBU",
31,"PRAHOVA",14,"C",130712,"BRAZI",
31,"PRAHOVA",14,"C",130785,"BUCOV",
31,"PRAHOVA",14,"C",132459,"CALUGARENI",
31,"PRAHOVA",14,"C",132486,"CARBUNESTI",
31,"PRAHOVA",14,"C",132510,"CEPTURA",
31,"PRAHOVA",14,"C",132574,"CERASU",
31,"PRAHOVA",14,"C",132645,"CHIOJDEANCA",
31,"PRAHOVA",14,"C",132681,"CIORANI",
31,"PRAHOVA",14,"C",136241,"COCORASTI COLT",
31,"PRAHOVA",14,"C",132716,"COCORASTII MISLII",
31,"PRAHOVA",14,"C",132752,"COLCEAG",
31,"PRAHOVA",14,"C",132805,"CORNU",
31,"PRAHOVA",14,"C",132841,"COSMINELE",
31,"PRAHOVA",14,"C",132896,"DRAJNA",
31,"PRAHOVA",14,"C",133018,"DRAGANESTI",
31,"PRAHOVA",14,"C",133090,"DUMBRAVA",
31,"PRAHOVA",14,"C",131461,"DUMBRAVESTI",
31,"PRAHOVA",14,"C",133161,"FILIPESTII DE PADURE",
31,"PRAHOVA",14,"C",133214,"FILIPESTII DE TARG",
31,"PRAHOVA",14,"C",133278,"FANTANELE",
31,"PRAHOVA",14,"C",133330,"FLORESTI",
31,"PRAHOVA",14,"C",133394,"FULGA",
31,"PRAHOVA",14,"C",133429,"GHERGHITA",
31,"PRAHOVA",14,"C",133508,"GORGOTA",
31,"PRAHOVA",14,"C",133562,"GORNET",
31,"PRAHOVA",14,"C",133615,"GORNET CRICOV",
31,"PRAHOVA",14,"C",133688,"GURA VADULUI",
31,"PRAHOVA",14,"C",131835,"GURA VITIOAREI",
31,"PRAHOVA",14,"C",133722,"IORDACHEANU",
31,"PRAHOVA",14,"C",133795,"IZVOARELE",
31,"PRAHOVA",14,"C",133866,"JUGURENI",
31,"PRAHOVA",14,"C",133919,"LAPOS",
31,"PRAHOVA",14,"C",133964,"LIPANESTI",
31,"PRAHOVA",14,"C",134014,"MAGURELE",
31,"PRAHOVA",14,"C",134050,"MAGURENI",
31,"PRAHOVA",14,"C",134096,"MANECIU",
31,"PRAHOVA",14,"C",134194,"MANESTI",
31,"PRAHOVA",14,"C",136250,"OLARI",
31,"PRAHOVA",14,"C",130847,"PAULESTI",
31,"PRAHOVA",14,"C",134336,"PACURETI",
31,"PRAHOVA",14,"C",134390,"PLOPU",
31,"PRAHOVA",14,"C",134443,"PODENII NOI",
31,"PRAHOVA",14,"C",134559,"POIENARII BURCHI",
31,"PRAHOVA",14,"C",131274,"POIANA CAMPINA",
31,"PRAHOVA",14,"C",134648,"POSESTI",
31,"PRAHOVA",14,"C",134755,"PREDEAL SARARI",
31,"PRAHOVA",14,"C",134853,"PROVITA DE JOS",
31,"PRAHOVA",14,"C",134899,"PROVITA DE SUS",
31,"PRAHOVA",14,"C",134942,"PUCHENII MARI",
31,"PRAHOVA",14,"C",135020,"RAFOV",
31,"PRAHOVA",14,"C",135128,"SALCIA",
31,"PRAHOVA",14,"C",135146,"SALCIILE",
31,"PRAHOVA",14,"C",135164,"SCORTENI",
31,"PRAHOVA",14,"C",135226,"SECARIA",
31,"PRAHOVA",14,"C",135244,"SANGERU",
31,"PRAHOVA",14,"C",135315,"STARCHIOJD",
31,"PRAHOVA",14,"C",135404,"SURANI",
31,"PRAHOVA",14,"C",135431,"SIRNA",
31,"PRAHOVA",14,"C",135501,"SOIMARI",
31,"PRAHOVA",14,"C",135547,"SOTRILE",
31,"PRAHOVA",14,"C",135618,"STEFESTI",
31,"PRAHOVA",14,"C",135654,"TALEA",
31,"PRAHOVA",14,"C",130892,"TARGSORU VECHI",
31,"PRAHOVA",14,"C",135681,"TATARU",
31,"PRAHOVA",14,"C",135725,"TEISANI",
31,"PRAHOVA",14,"C",135789,"TELEGA",
31,"PRAHOVA",14,"C",135850,"TINOSU",
31,"PRAHOVA",14,"C",135896,"TOMSANI",
31,"PRAHOVA",14,"C",136269,"VADU SAPAT",
31,"PRAHOVA",14,"C",135949,"VALEA CALUGAREASCA",
31,"PRAHOVA",14,"C",136107,"VALEA DOFTANEI",
31,"PRAHOVA",14,"C",136134,"VARBILAU",
31,"PRAHOVA",14,"C",136198,"VALCANESTI",
32,"SATU MARE",11,"CJ",305,"CONSILIUL JUDETEAN",
32,"SATU MARE",12,"M",136483,"SATU MARE",
32,"SATU MARE",12,"M",136526,"CAREI",
32,"SATU MARE",13,"O",138039,"LIVADA",
32,"SATU MARE",13,"O",136642,"TASNAD",
32,"SATU MARE",13,"O",136848,"ARDUD",
32,"SATU MARE",13,"O",136599,"NEGRESTI",
32,"SATU MARE",14,"C",136713,"ACAS",
32,"SATU MARE",14,"C",179873,"AGRIS",
32,"SATU MARE",14,"C",136768,"ANDRID",
32,"SATU MARE",14,"C",136802,"APA",
32,"SATU MARE",14,"C",137103,"BARSAU",
32,"SATU MARE",14,"C",136919,"BATARCI",
32,"SATU MARE",14,"C",136964,"BELTIUG",
32,"SATU MARE",14,"C",137032,"BERVENI",
32,"SATU MARE",14,"C",137069,"BIXAD",
32,"SATU MARE",14,"C",137130,"BOGDAND",
32,"SATU MARE",14,"C",137185,"BOTIZ",
32,"SATU MARE",14,"C",137229,"CALINESTI",
32,"SATU MARE",14,"C",137274,"CAMARZANA",
32,"SATU MARE",14,"C",179677,"CAMIN",
32,"SATU MARE",14,"C",136553,"CAPLENI",
32,"SATU MARE",14,"C",137292,"CAUAS",
32,"SATU MARE",14,"C",137363,"CEHAL",
32,"SATU MARE",14,"C",137407,"CERTEZE",
32,"SATU MARE",14,"C",179882,"CIUMESTI",
32,"SATU MARE",14,"C",137443,"CRAIDOROLT",
32,"SATU MARE",14,"C",137504,"CRUCISOR",
32,"SATU MARE",14,"C",137540,"CULCIU",
32,"SATU MARE",14,"C",137611,"DOBA",
32,"SATU MARE",14,"C",137675,"DOROLT",
32,"SATU MARE",14,"C",137728,"FOIENI",
32,"SATU MARE",14,"C",137746,"GHERTA MICA",
32,"SATU MARE",14,"C",137764,"HALMEU",
32,"SATU MARE",14,"C",137844,"HODOD",
32,"SATU MARE",14,"C",137899,"HOMOROADE",
32,"SATU MARE",14,"C",137960,"LAZURI",
32,"SATU MARE",14,"C",138084,"MEDIESU AURIT",
32,"SATU MARE",14,"C",138164,"MICULA",
32,"SATU MARE",14,"C",138208,"MOFTIN",
32,"SATU MARE",14,"C",138280,"ODOREU",
32,"SATU MARE",14,"C",138351,"ORASU NOU",
32,"SATU MARE",14,"C",138431,"PAULESTI",
32,"SATU MARE",14,"C",138501,"PETRESTI",
32,"SATU MARE",14,"C",138538,"PIR",
32,"SATU MARE",14,"C",138574,"PISCOLT",
32,"SATU MARE",14,"C",138618,"POMI",
32,"SATU MARE",14,"C",180028,"PORUMBESTI",
32,"SATU MARE",14,"C",138404,"RACŞA",
32,"SATU MARE",14,"C",138770,"SACASENI",
32,"SATU MARE",14,"C",138663,"SANISLAU",
32,"SATU MARE",14,"C",138734,"SANTAU",
32,"SATU MARE",14,"C",138805,"SAUCA",
32,"SATU MARE",14,"C",138869,"SOCOND",
32,"SATU MARE",14,"C",138921,"SUPUR",
32,"SATU MARE",14,"C",139009,"TARNA MARE",
32,"SATU MARE",14,"C",139143,"TARSOLT",
32,"SATU MARE",14,"C",139054,"TEREBESTI",
32,"SATU MARE",14,"C",139107,"TIREAM",
32,"SATU MARE",14,"C",139170,"TURT",
32,"SATU MARE",14,"C",139214,"TURULUNG",
32,"SATU MARE",14,"C",139250,"URZICENI",
32,"SATU MARE",14,"C",139287,"VALEA VINULUI",
32,"SATU MARE",14,"C",139330,"VAMA",
32,"SATU MARE",14,"C",139358,"VETIS",
32,"SATU MARE",14,"C",139394,"VIILE SATU MARE",
33,"SALAJ",11,"CJ",314,"CONSILIUL JUDETEAN",
33,"SALAJ",12,"M",139704,"PRIMARIA ZALAU",
33,"SALAJ",13,"O",139740,"PRIMARIA CEHU SILVANIEI",
33,"SALAJ",13,"O",139811,"PRIMARIA JIBOU",
33,"SALAJ",13,"O",139884,"PRIMARIA SIMLEUL SILVANIEI",
33,"SALAJ",14,"C",139937,"PRIMARIA AGRIJ",
33,"SALAJ",14,"C",139982,"PRIMARIA ALMAS",
